Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
KNAB,MicroSectors U.S. Big Banks Index Inverse ETN,Equity,"$20,300,083.00",0.90%,0,$40.59,-1.26%,Yes,No,0.43%,0.67%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Inverse Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-1.86,10,109.80%,39%,20%,1099,$39.79,$42.21,$40.59,$40.59,47.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PHDG,Invesco S&P 500® Downside Hedged ETF,Equity,"$18,781,841.00",3.36%,"3,184",$28.92,0.21%,No,No,0.44%,0.27%,6.55%,21.64%,12.04%,"-$1,412,175.00",$0.00,$0.00,"-$20,610,235.50","-$101,386,099.00","-$653,643,996.50",Hedge Fund,2012-12-06,0.39%,N/A,$0.50,2019-12-23,$0.20,1.74%,21.95,0.63,506,40.37%,35%,15%,1099,$28.23,$29.06,$28.92,$28.92,62.46,A+,B+,A,N/A,A,C,A-,5.72,0.00%,55.63%,174.02,8.97%,4.13%
SEF,Short Financials ProShares,Equity,"$18,088,872.00",-3.60%,"11,110",$18.53,-0.32%,Yes,No,-0.30%,-1.78%,-17.05%,-29.34%,-46.37%,"$1,922,615.50",$0.00,"$2,886,157.50","$5,736,666.00","$614,430.42","-$5,821,569.58",Inverse Equities,2008-06-10,0.95%,N/A,$0.24,2019-12-24,$0.05,1.30%,0.00,-1.01,283,40.36%,35%,15%,1099,$18.37,$19.39,$18.51,$18.55,37.33,A-,B,C+,C+,A-,N/A,N/A,6.58,69.81%,79.05%,0.0,0.00%,0.00%
ZIG,Acquirers Fund,Equity,"$16,653,687.00",-2.48%,"6,392",$26.68,0.64%,No,No,-0.21%,-0.95%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"$13,313,617.50","$13,313,617.50","$13,313,617.50",Global Equities,2019-05-14,0.94%,N/A,$0.00,N/A,N/A,0.00%,10.75,1.76,61,54.63%,39%,20%,1099,$26.02,$27.02,$26.63,$26.70,50.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.48,0.67%,13.25%,72.63,3.70%,2.33%
BNKZ,MicroSectors U.S. Big Banks Index -2x Inverse Leveraged ETN,Equity,"$15,966,638.00",1.46%,0,$31.90,-2.48%,Yes,2x,0.77%,1.13%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-3.72,10,109.80%,39%,20%,1099,$30.66,$34.54,$31.90,$31.90,46.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BNKD,MicroSectors U.S. Big Banks Index -3x Inverse Leveraged ETN,Equity,"$12,169,768.00",1.65%,"4,481",$24.28,-3.77%,Yes,3x,1.07%,1.25%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-04-02,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,-5.58,10,109.80%,39%,20%,1099,$22.93,$27.38,$24.28,$24.28,46.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VQT,Barclays ETN+ S&P VEQTOR ETN,Equity,"$10,463,496.00",3.20%,324,$171.31,0.10%,No,No,0.34%,0.19%,5.80%,20.51%,10.19%,"-$2,508,860.85",$0.00,$0.00,"-$20,577,475.43","-$208,993,487.88","-$592,891,719.08",Hedge Fund,2010-09-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,0.60,505,24.07%,35%,15%,1099,$168.04,$172.33,$171.31,$171.31,59.74,A-,B+,C,C,A+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EUFL,Direxion Daily European Financials Bull 2x Shares,Equity,"$7,826,508.00",-1.13%,961,$31.26,0.45%,No,2x,-2.60%,3.40%,17.67%,-1.24%,N/A,$0.00,$0.00,$0.00,"-$1,348,929.00","$6,049,859.50","$5,993,343.50",Leveraged Equities,2016-07-27,1.14%,N/A,$0.93,2019-12-23,$0.18,2.97%,0.00,1.92,2,100.00%,20%,39%,1099,$28.01,$32.55,$31.26,$31.26,55.06,N/A,N/A,A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
IEFN,iShares Evolved U.S. Financials ETF,Equity,"$5,367,124.00",1.44%,682,$26.85,0.64%,No,No,-0.02%,0.55%,17.36%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,175,552.50","$1,175,552.50",Financials Equities,2018-03-21,0.18%,N/A,$0.55,2019-12-16,$0.15,2.04%,15.14,1.20,278,30.98%,39%,20%,1099,$25.77,$27.21,$26.84,$26.87,56.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.13,26.43%,21.39%,16.25,2.47%,0.50%
FINZ,ProShares UltraPro Short Financials,Equity,"$1,579,621.00",-4.36%,"11,153",$4.00,-2.68%,Yes,3x,0.31%,-3.21%,-46.12%,-70.82%,-90.76%,"$231,135.00",$0.00,"$20,648.50","$1,574,665.00","$1,815,681.50","$463,385.68",Leveraged Equities,2012-07-10,0.95%,N/A,$0.06,2019-12-24,$0.01,1.60%,0.00,-3.15,283,40.36%,35%,15%,1099,$3.81,$4.59,$3.98,$4.02,42.93,B+,B-,B+,A-,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WDRW,Direxion Daily Regional Banks Bear 3X Shares,Equity,"$1,028,262.00",11.76%,"5,027",$20.53,-2.66%,Yes,3x,1.94%,3.87%,-20.19%,-49.71%,N/A,"-$990,644.00","-$990,644.00","-$990,644.00","$416,765.00","-$437,763.52","-$1,706,947.02",Leveraged Equities,2015-08-19,1.07%,N/A,$0.47,2019-12-23,$0.01,2.22%,0.00,-4.19,122,29.26%,35%,15%,1099,$19.16,$22.41,N/A,N/A,50.54,N/A,N/A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LEND,Amplify CrowdBureau Peer-to-Peer Lending & Crowdfunding ETF,Equity,"$844,045.00",-5.35%,853,$16.93,0.59%,No,No,-1.14%,-6.88%,N/A,N/A,N/A,$0.00,$0.00,$0.00,"-$1,057,027.50","-$1,057,027.50","-$1,057,027.50",Small Cap Blend Equities,2019-05-09,0.65%,N/A,$0.98,2019-12-30,$0.98,5.79%,9.47,-3.87,35,79.23%,39%,20%,1099,$16.24,$17.86,$16.87,$16.99,45.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.61,0.82%,1.58%,6.34,1.11%,3.10%
