Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
CHNA,Loncar China BioPharma ETF,Equity,"$12,549,357.00",6.54%,"4,544",$26.42,-0.56%,No,No,0.03%,0.29%,21.43%,N/A,N/A,"$1,242,117.50",$0.00,"$629,830.00","$8,763,292.50","$8,763,292.50","$8,763,292.50",Health & Biotech Equities,2018-08-14,0.79%,N/A,$0.04,2019-12-23,$0.04,0.15%,18.16,1.36,37,36.40%,39%,20%,1099,$24.26,$27.05,N/A,N/A,59.35,A-,C+,A,A-,B-,N/A,N/A,3.79,62.64%,16.98%,68.51,0.00%,17.02%
GDNA,Goldman Sachs Motif Human Evolution ETF,Equity,"$11,639,914.00",3.47%,"1,610",$58.28,0.80%,No,No,1.00%,1.70%,N/A,N/A,N/A,"$1,419,181.75",$0.00,$0.00,"$5,235,543.50","$5,235,543.50","$5,235,543.50",Health & Biotech Equities,2019-03-01,0.50%,N/A,$0.16,2019-12-24,$0.02,0.28%,25.84,1.59,119,30.11%,39%,20%,1099,$55.01,$58.68,$58.08,$58.46,62.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.48,35.85%,29.72%,25.75,1.25%,10.90%
MJO,Indxx MicroSectors Cannabis 2X Leveraged ETN,Equity,"$10,792,309.00",4.70%,"1,252",$53.99,2.66%,No,2x,3.52%,-6.35%,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2019-12-13,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.00,9.13,23,77.61%,39%,20%,1099,$49.80,$56.95,$53.97,$54.02,54.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HTEC,ROBO Global Healthcare Technology and Innovation ETF,Equity,"$9,316,197.00",8.43%,"6,187",$28.73,1.09%,No,No,2.14%,2.72%,N/A,N/A,N/A,"$1,969,560.75",$0.00,$0.00,"$5,817,321.61","$5,817,321.61","$5,817,321.61",Health & Biotech Equities,2019-06-25,0.68%,N/A,$0.00,N/A,N/A,0.00%,39.37,1.69,87,16.73%,N/A,N/A,N/A,$26.66,$28.68,$28.58,$28.81,67.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.58,37.74%,31.65%,24.55,0.00%,16.79%
POTX,Global X Cannabis ETF,Equity,"$8,998,048.00",-7.59%,"21,208",$13.87,0.36%,No,No,4.43%,-16.12%,N/A,N/A,N/A,"$3,700,883.50",$0.00,"$1,416,349.50","$8,501,262.50","$8,501,262.50","$8,501,262.50",Small Cap Blend Equities,2019-09-17,0.50%,N/A,$0.22,2019-12-30,$0.21,1.56%,-17.23,-8.01,26,67.74%,39%,20%,1099,$12.67,$16.46,$13.74,$14.03,43.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTXH,First Trust Nasdaq Pharmaceuticals ETF,Equity,"$7,094,195.00",1.44%,"2,926",$23.63,-0.04%,No,No,-1.15%,-2.34%,12.68%,21.89%,N/A,"-$2,321,817.00",$0.00,"-$2,332,499.50","$1,882,593.00","$4,013,027.00","$4,013,027.00",Health & Biotech Equities,2016-09-21,0.60%,N/A,$0.16,2019-12-13,$0.04,0.67%,18.86,1.05,28,62.27%,39%,20%,1099,$22.93,$24.34,$23.56,$23.66,53.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.51,37.36%,30.42%,30.29,0.00%,20.81%
IEIH,iShares Evolved U.S. Innovative Healthcare ETF,Equity,"$5,736,210.00",2.62%,"1,950",$28.69,0.31%,No,No,-0.61%,1.11%,14.60%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"$1,161,300.00","$1,161,300.00",Health & Biotech Equities,2018-03-21,0.18%,N/A,$0.88,2019-12-16,$0.58,3.07%,24.87,1.00,231,55.28%,39%,20%,1099,$27.12,$29.31,$28.66,$28.75,59.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.91,48.30%,37.29%,23.2,0.02%,26.82%
CNBS,Amplify Seymour Cannabis ETF,Equity,"$5,025,800.00",-5.59%,"8,563",$12.56,0.24%,No,No,3.26%,-10.85%,N/A,N/A,N/A,"$662,245.00",$0.00,"$662,245.00","$6,141,525.00","$6,141,525.00","$6,141,525.00",Small Cap Blend Equities,2019-07-23,0.75%,N/A,$0.08,2019-12-30,$0.08,0.62%,0.00,-5.69,29,64.71%,39%,20%,1099,$11.72,$13.99,$12.47,$12.62,44.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIH,Global X MSCI China Health Care ETF,Equity,"$3,907,739.00",11.58%,"4,456",$19.70,-0.66%,No,No,0.00%,4.67%,26.71%,N/A,N/A,"$970,912.50","$970,912.50","$970,912.50","$1,781,014.50","$1,781,014.50","$1,781,014.50",China Equities,2018-12-07,0.65%,N/A,$0.14,2019-12-30,$0.11,0.70%,24.71,-2.85,78,55.92%,39%,20%,1099,$17.21,$20.33,$19.66,$19.77,63.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.48,21.13%,13.26%,49.2,0.00%,17.41%
ZBIO,ProShares UltraPro Short Nasdaq Biotechnology,Equity,"$2,917,960.00",-9.03%,"23,998",$8.33,-2.46%,Yes,3x,-1.66%,-8.86%,-39.55%,-75.39%,N/A,$0.00,$0.00,$0.00,"-$564,836.50","$1,573,688.21","$3,953,688.21",Leveraged Equities,2015-06-22,0.95%,N/A,$0.05,2019-12-24,$0.00,0.55%,0.00,-4.66,213,48.61%,35%,15%,1099,$7.79,$10.70,$8.26,$8.42,39.51,N/A,N/A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RXD,ProShares Ultra Short Health Care,Equity,"$2,207,362.00",-5.15%,"3,550",$16.25,-1.22%,Yes,2x,-0.06%,0.42%,-24.78%,-58.84%,-69.95%,"$409,422.00","$409,422.00","$409,422.00","$431,631.00","$1,286,482.75","$1,196,375.33",Leveraged Equities,2007-01-30,0.95%,N/A,$0.30,2019-12-24,$0.05,1.83%,0.00,-1.74,119,46.72%,35%,15%,1099,$15.77,$17.73,$16.21,$16.33,40.51,B,C+,B-,A-,A-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KMED,KraneShares Emerging Market Healthcare Index ETF,Equity,"$1,158,573.00",2.98%,511,$23.00,-0.30%,No,No,-1.29%,-1.93%,7.16%,N/A,N/A,$0.00,$0.00,$0.00,"-$3,110,414.12","-$924,629.12","-$924,629.12",Health & Biotech Equities,2018-08-29,0.79%,N/A,$0.38,2019-12-27,$0.38,1.63%,0.00,0.91,71,40.92%,N/A,N/A,N/A,$21.89,$23.64,$23.00,$23.00,55.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.14,12.83%,3.56%,54.96,0.00%,5.25%
