Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
FLM,First Trust ISE Global Engineering and Construction ETF,Equity,"$10,014,385.00",-1.38%,"2,247",$50.13,0.22%,No,No,-1.64%,-3.19%,2.10%,2.50%,17.24%,$0.00,$0.00,$0.00,"-$2,542,117.00","-$4,928,737.00","-$5,155,724.46",Building & Construction ,2008-10-13,0.70%,N/A,$0.94,2019-12-13,$0.17,1.87%,11.59,1.02,64,29.27%,35%,15%,1099,$49.03,$51.61,$50.13,$50.13,48.21,B+,B+,B,B+,A+,B+,A+,5.3,40.62%,45.22%,49.18,13.32%,7.20%
SOIL,Global X Fertilizers/Potash ETF,Equity,"$9,582,521.00",-5.30%,"4,044",$8.32,0.36%,No,No,-2.92%,-2.54%,-11.49%,-9.68%,-20.73%,$0.00,$0.00,$0.00,"-$1,370,190.50","-$3,810,112.00","-$2,560,864.00",Materials,2011-05-25,0.69%,2 Platforms,$0.10,2019-12-30,$0.02,1.25%,17.67,0.95,31,51.59%,35%,15%,1099,$8.12,$8.61,$8.30,$8.36,44.32,B-,C,C+,B+,A,B,B-,3.14,0.00%,9.74%,905.62,6.01%,0.64%
SIMS,SPDR S&P Kensho Intelligent Structures ETF,Equity,"$8,988,827.00",2.11%,981,$33.38,0.91%,No,No,-0.41%,0.30%,16.32%,N/A,N/A,$0.00,$0.00,$0.00,"-$625,531.60","-$625,531.60","-$625,531.60",All Cap Equities,2017-12-26,0.45%,N/A,$0.40,2019-12-23,$0.25,1.22%,17.44,1.28,44,36.90%,39%,20%,1099,$31.92,$33.83,$33.38,$33.38,56.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.04,53.18%,65.56%,96.53,8.86%,13.36%
CROP,IQ Global Agribusiness Small Cap ETF,Equity,"$7,735,680.00",-5.21%,326,$30.92,0.03%,No,No,-2.66%,-3.53%,-2.09%,-4.03%,21.67%,$0.00,$0.00,$0.00,"-$1,654,063.00","-$6,593,289.50","-$9,043,054.50",Consumer Staples Equities,2011-03-22,0.76%,Charles Schwab,$0.37,2019-12-30,$0.37,1.18%,19.10,0.68,36,60.77%,35%,15%,1099,$30.58,$32.23,$30.90,$30.95,40.16,B+,C+,C,A,A,B+,B+,3.14,19.79%,9.68%,118.0,2.13%,25.88%
FTRI,First Trust Indxx Global Natural Resources Income ETF,Equity,"$7,335,956.00",-1.43%,"2,733",$12.30,0.90%,No,No,-0.77%,-3.15%,6.53%,24.20%,-16.14%,$0.00,$0.00,$0.00,"-$1,172,503.00","-$3,522,386.00","-$3,205,424.50",Commodity Producers Equities,2010-03-11,0.70%,N/A,$0.78,2019-12-13,$0.21,6.40%,10.42,1.16,51,62.37%,39%,20%,1099,$11.78,$12.97,$12.28,$12.31,50.92,N/A,N/A,C+,N/A,N/A,N/A,N/A,3.8,23.53%,17.05%,650.5,14.62%,9.31%
BATT,Amplify Advanced Battery Metals and Materials ETF,Equity,"$5,593,100.00",1.91%,"10,953",$11.18,-1.06%,No,No,-3.41%,-3.12%,-8.67%,N/A,N/A,"$556,860.00",$0.00,$0.00,"$556,860.00","$6,614,061.50","$6,614,061.50",Materials,2018-06-06,0.72%,N/A,$0.35,2019-12-30,$0.35,3.09%,13.40,1.10,40,39.91%,39%,20%,1099,$10.30,$11.70,$11.15,$11.22,52.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.11,26.47%,21.16%,631.22,2.40%,2.78%
SMN,ProShares Ultra Short Basic Materials,Equity,"$4,106,883.00",4.29%,"2,787",$24.09,-1.07%,Yes,2x,-0.01%,-1.51%,-16.03%,-35.07%,-54.59%,"-$1,208,626.50",$0.00,$0.00,"-$1,355,364.00","-$188,727.54","-$110,727.63",Leveraged Equities,2007-01-30,0.95%,N/A,$0.17,2019-12-24,$0.02,0.69%,0.00,-2.40,46,69.32%,35%,15%,1099,$23.36,$26.48,$24.04,$24.15,46.26,B,B,B-,A,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HOML,ETRACS Monthly Reset 2xLeveraged ISE Exclusively Homebuilders ETN,Equity,"$3,890,740.00",39.99%,497,$79.59,2.16%,No,2x,2.45%,11.58%,127.14%,214.46%,N/A,$0.00,$0.00,$0.00,"-$6,135,270.00","-$5,849,149.00","-$25,218,379.50",Leveraged Equities,2015-03-11,0.85%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.34,19,65.81%,35%,15%,1099,$68.39,$80.67,$79.38,$80.02,67.69,N/A,B,A-,N/A,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FTAG,First Trust Indxx Global Agriculture ETF,Equity,"$3,123,842.00",-5.87%,578,$22.29,-1.55%,No,No,-2.71%,-3.51%,-2.57%,-3.44%,-53.75%,$0.00,$0.00,$0.00,"-$1,133,002.00","-$1,331,173.50","-$1,894,858.72",Large Cap Blend Equities,2010-03-11,0.70%,N/A,$0.55,2019-12-13,$0.04,2.48%,14.71,1.20,43,62.21%,39%,20%,1099,$21.82,$23.93,$22.29,$22.29,42.07,N/A,N/A,C+,N/A,N/A,N/A,C+,4.83,0.00%,35.86%,447.41,27.11%,1.97%
DIET,Defiance Next Gen Food and Agriculture ETF,Equity,"$2,632,350.00",N/A,N/A,N/A,0.00%,No,No,N/A,N/A,N/A,N/A,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Commodity Producers Equities,2019-11-13,0.30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69,39.83%,39%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.72,50.00%,55.77%,251.08,6.04%,19.59%
SBM,ProShares Short Basic Materials,Equity,"$1,758,938.00",2.25%,842,$17.56,-0.51%,Yes,No,-0.07%,-0.54%,-7.16%,-14.52%,-27.35%,"-$886,433.50",$0.00,$0.00,"$977,295.50","$40,337.50","$4,698,837.50",Inverse Equities,2010-03-16,0.95%,N/A,$0.09,2019-12-24,$0.02,0.49%,0.00,-1.20,46,69.32%,35%,15%,1099,$17.30,$18.41,$17.56,$17.56,46.40,B-,C,C,A,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CHIM,Global X MSCI China Materials ETF,Equity,"$1,664,152.00",-0.88%,910,$16.82,0.90%,No,No,2.75%,0.33%,5.48%,11.05%,32.66%,$0.00,$0.00,$0.00,"-$807,157.50","-$476,078.00","$171,932.50",China Equities,2010-01-12,0.65%,2 Platforms,$0.65,2019-12-30,$0.40,3.93%,9.95,1.24,77,52.96%,35%,15%,1099,$14.60,$17.08,$16.65,$16.90,58.35,C+,B-,C+,B-,B-,C+,C,0.4,1.47%,0.03%,3105.64,0.00%,0.55%
BUYN,USCF SummerHaven SHPEN Index Fund,Equity,"$641,712.00",-17.74%,269,$12.80,1.43%,No,No,-0.14%,-8.12%,-35.09%,N/A,N/A,$0.00,$0.00,$0.00,$0.00,"-$882,951.59","-$882,951.59",Small Cap Value Equities,2017-11-30,0.80%,N/A,$0.07,2019-12-26,$0.04,0.57%,6.05,1.75,78,22.20%,39%,20%,1099,$12.27,$13.75,$12.80,$12.80,38.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.94,43.20%,18.91%,447.39,1.64%,1.79%
