Symbol,ETF Name,Asset Class,Total Assets ,YTD,Avg Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Overall Rating,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
BLOK,Amplify Transformational Data Sharing ETF,Equity,"$99,203,445.00",6.51%,"24,660",$19.97,0.50%,No,No,-1.19%,2.25%,16.57%,N/A,N/A,"-$3,832,255.00",$0.00,"-$965,515.00","-$23,876,655.00","$53,417,650.00","$53,417,650.00",Large Cap Blend Equities,2018-01-17,0.70%,N/A,$0.39,2019-12-30,$0.39,1.90%,18.71,1.18,58,33.74%,39%,20%,1099,$18.68,$20.29,$19.93,$20.05,61.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.13,36.54%,41.59%,19.94,0.00%,1.70%
IRBO,iShares Robotics and Artificial Intelligence ETF,Equity,"$86,219,310.00",7.17%,"26,403",$28.85,0.73%,No,No,-0.14%,1.12%,20.30%,N/A,N/A,"$22,268,764.00","$5,751,818.00","$16,783,708.00","$46,700,290.00","$64,231,290.00","$64,231,290.00",Global Equities,2018-06-26,0.47%,N/A,$0.19,2019-12-16,$0.07,0.65%,17.98,1.44,104,12.43%,39%,20%,1099,$27.14,$29.23,$28.80,$28.90,62.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.43,22.38%,26.77%,34.48,2.09%,2.45%
GAMR,ETFMG Video Game Tech ETF,Equity,"$84,600,600.00",8.04%,"13,448",$48.23,1.43%,No,No,0.38%,2.88%,14.81%,51.07%,N/A,"-$2,288,245.00",$0.00,$0.00,"-$21,585,320.00","$78,118,985.00","$82,785,305.00",Global Equities,2016-03-09,0.75%,N/A,$0.53,2019-09-20,$0.13,1.10%,18.27,0.95,88,29.41%,39%,20%,1099,$44.70,$48.81,$48.07,$48.37,64.02,N/A,N/A,C+,N/A,N/A,N/A,N/A,4.66,27.76%,32.98%,18.59,3.16%,1.10%
XITK,SPDR FactSet Innovative Technology ETF,Equity,"$76,132,062.00",12.15%,"5,885",$126.89,1.33%,No,No,1.29%,3.80%,25.65%,104.27%,N/A,"$7,260,027.30",$0.00,"$2,415,057.00","-$4,466,497.50","$44,340,916.00","$53,610,895.50",All Cap Equities,2016-01-13,0.45%,N/A,$0.16,2019-12-23,$0.16,0.13%,30.35,1.21,100,13.12%,39%,20%,1099,$118.20,$127.01,$125.88,$127.50,66.39,N/A,N/A,B+,N/A,N/A,N/A,N/A,3.98,13.60%,19.47%,19.79,0.00%,2.05%
CWEB,Direxion Daily CSI China Internet Index Bull 2x Shares,Equity,"$69,328,316.00",14.81%,"116,518",$32.25,3.30%,No,2x,-2.92%,1.64%,25.76%,26.65%,N/A,"$2,721,137.50",$0.00,"-$4,475,219.00","-$4,948,704.00","$92,265,129.50","$92,265,129.50",Leveraged Equities,2016-11-02,1.25%,N/A,$0.18,2019-12-23,$0.10,0.58%,19.84,3.05,2,100.00%,39%,20%,1099,$26.70,$33.90,$31.85,$32.45,55.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BLCN,Reality Shares Nasdaq NexGen Economy ETF,Equity,"$67,703,581.00",6.67%,"10,798",$27.28,1.04%,No,No,-0.05%,1.88%,24.39%,N/A,N/A,"-$660,609.75",$0.00,"-$660,609.75","-$23,739,046.25","$56,220,139.75","$56,220,139.75",Large Cap Blend Equities,2018-01-17,0.68%,N/A,$0.37,2019-12-26,$0.08,1.37%,19.02,1.15,67,22.04%,39%,20%,1099,$25.68,$27.55,$27.23,$27.32,63.30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.19,38.53%,42.96%,20.9,2.94%,2.75%
ISRA,VanEck Vectors Israel ETF,Equity,"$62,201,254.00",7.53%,"3,127",$37.68,1.67%,No,No,0.75%,2.17%,20.73%,35.30%,33.42%,$0.00,$0.00,$0.00,$0.00,"$9,299,240.00","$9,370,801.50",Global Equities,2013-06-25,0.60%,N/A,$0.49,2019-12-23,$0.48,1.31%,18.50,1.00,131,50.55%,35%,15%,1099,$35.57,$37.76,$37.41,$37.89,67.74,B-,B,C+,N/A,A,B-,B-,4.02,4.59%,19.94%,70.4,2.94%,7.57%
IGN,iShares North American Tech-Multimedia Networking ETF,Equity,"$57,382,825.00",-1.11%,"22,092",$54.62,0.46%,No,No,-1.71%,-3.60%,-2.18%,17.53%,48.55%,"-$16,613,745.00","-$2,780,100.00","-$5,507,251.00","$10,461,522.00","-$30,629,224.00","-$103,662,911.50",Communications Equities,2001-07-10,0.46%,N/A,$0.23,2019-12-16,$0.06,0.42%,26.73,1.16,23,67.38%,35%,15%,1099,$52.97,$57.09,$54.50,$54.72,48.05,B,B+,B+,B+,B,A,C,4.51,42.31%,30.35%,18.56,6.33%,3.35%
OGIG,O’Shares Global Internet Giants ETF,Equity,"$56,072,708.00",16.37%,"19,848",$30.38,0.90%,No,No,1.45%,6.97%,33.07%,N/A,N/A,$0.00,$0.00,$0.00,"-$12,115,376.00","$42,869,644.25","$42,869,644.25",Large Cap Growth Equities,2018-06-05,0.48%,N/A,$0.00,N/A,N/A,0.00%,34.00,1.35,71,40.77%,39%,20%,1099,$27.24,$30.59,$30.26,$30.49,73.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.16,37.96%,42.47%,16.57,5.65%,2.58%
AIQ,Global X Future Analytics Tech ETF,Equity,"$50,695,117.00",11.29%,"17,147",$19.92,0.81%,No,No,0.23%,4.30%,31.39%,N/A,N/A,"$114,936.00",$0.00,"$114,936.00","$2,308,004.00","-$11,870,318.00","-$11,870,318.00",Large Cap Growth Equities,2018-05-11,0.68%,N/A,$0.09,2019-12-30,$0.04,0.46%,26.53,1.36,86,31.91%,N/A,N/A,N/A,$18.37,$20.07,$19.88,$19.96,69.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.69,58.64%,54.64%,22.83,9.26%,4.44%
FTXL,First Trust Nasdaq Semiconductor ETF,Equity,"$49,505,550.00",5.58%,"19,605",$43.50,3.23%,No,No,0.21%,0.39%,39.88%,81.21%,N/A,"$4,147,865.50",$0.00,"$2,068,648.00","$17,348,708.50","$26,122,223.00","$32,430,867.50",Technology Equities,2016-09-21,0.60%,N/A,$0.38,2019-12-13,$0.10,0.90%,22.76,1.53,30,60.49%,39%,20%,1099,$40.40,$44.31,$42.85,$43.83,57.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.3,41.08%,45.22%,62.24,0.00%,3.57%
PXQ,Invesco Dynamic Networking ETF,Equity,"$48,113,910.00",5.36%,"7,642",$64.10,1.18%,No,No,-0.17%,0.14%,13.41%,50.19%,83.39%,"-$18,933,131.00",$0.00,"-$18,933,131.00","-$14,462,825.00","$4,304,641.50","$1,337,702.00",Technology Equities,2005-06-23,0.63%,N/A,$0.26,2019-09-23,$0.02,0.41%,24.82,1.26,31,46.34%,35%,15%,1099,$62.35,$64.90,$63.82,$64.30,57.98,C+,B-,B-,B-,B,C+,B-,4.47,23.80%,29.65%,25.3,3.68%,3.54%
LEGR,First Trust Indxx Innovative Transaction & Process ETF,Equity,"$47,139,117.00",5.14%,"2,231",$33.61,0.60%,No,No,-0.19%,2.16%,20.45%,N/A,N/A,$0.00,$0.00,$0.00,"-$1,497,424.00","$38,726,019.50","$38,726,019.50",Large Cap Blend Equities,2018-01-24,0.65%,N/A,$0.65,2019-12-13,$0.11,1.95%,17.37,1.00,101,18.59%,39%,20%,1099,$31.58,$34.02,$33.55,$33.68,63.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.7,88.39%,81.31%,64.1,5.89%,3.97%
TECS,Direxion Daily Technology Bear 3X Shares,Equity,"$45,601,388.00",-30.35%,"1,209,745",$4.98,-3.49%,Yes,3x,-2.92%,-16.16%,-73.11%,-92.65%,-97.44%,"$17,666,355.50",$0.00,"$8,290,414.00","$75,823,015.00","$106,350,040.61","$130,939,288.69",Leveraged Equities,2008-12-17,1.10%,N/A,$0.17,2019-12-23,$0.02,3.33%,0.00,-3.06,71,66.65%,35%,15%,1099,$4.82,$6.42,$4.92,$5.06,30.56,B,B+,B,B,B-,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JHMT,John Hancock Multi-Factor Technology ETF,Equity,"$45,024,524.00",8.38%,"9,315",$59.98,1.16%,No,No,0.14%,2.78%,32.24%,83.80%,N/A,"-$3,430,891.50","-$597,823.50","-$1,180,255.30","-$30,930,367.50","-$21,930,071.00","$957,986.00",Technology Equities,2015-09-28,0.40%,N/A,$0.67,2019-12-24,$0.43,1.13%,23.60,1.23,130,37.97%,39%,20%,1099,$56.39,$60.54,$59.92,$60.06,63.76,N/A,N/A,B,N/A,N/A,N/A,N/A,5.62,53.82%,52.79%,37.57,0.93%,5.06%
PRNT,3D Printing ETF,Equity,"$33,742,724.00",3.20%,"10,634",$23.17,0.74%,No,No,-0.48%,0.56%,-1.77%,2.12%,N/A,"-$3,444,935.50",$0.00,$0.00,"-$7,518,320.50","$21,856,389.50","$33,877,821.00",Technology Equities,2016-07-19,0.66%,N/A,$0.01,2019-12-27,$0.01,0.06%,25.70,1.48,52,50.24%,39%,20%,1099,$22.32,$23.38,$23.00,$23.34,57.88,N/A,N/A,C+,N/A,N/A,N/A,N/A,6.97,92.35%,85.45%,85.8,2.74%,2.03%
QTUM,Defiance Quantum ETF,Equity,"$29,610,265.00",6.36%,"24,781",$31.26,1.26%,No,No,-0.40%,1.22%,33.77%,N/A,N/A,"$7,556,725.00","$1,566,570.00","$3,022,060.00","$21,488,655.00","$23,581,815.00","$23,581,815.00",Technology Equities,2018-09-05,0.40%,N/A,$0.18,2019-12-26,$0.04,0.58%,20.82,1.31,84,15.47%,39%,20%,1099,$29.23,$31.75,$31.11,$31.38,60.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.36,44.19%,46.72%,52.23,11.73%,3.36%
IETC,iShares Evolved U.S. Technology ETF,Equity,"$29,357,200.00",12.63%,"14,268",$36.75,0.88%,No,No,1.23%,5.72%,41.74%,N/A,N/A,"$7,019,522.00","$1,813,007.00","$5,331,074.00","$18,870,495.00","$20,033,861.50","$20,033,861.50",Technology Equities,2018-03-21,0.18%,N/A,$0.26,2019-12-16,$0.11,0.71%,28.44,1.18,237,57.39%,39%,20%,1099,$33.63,$37.03,N/A,N/A,73.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.37,80.74%,74.09%,18.84,6.50%,4.92%
WCLD,WisdomTree Cloud Computing Fund,Equity,"$28,652,140.00",18.13%,"15,394",$30.18,1.11%,No,No,3.38%,8.18%,N/A,N/A,N/A,"$11,274,540.50","$2,187,216.00","$8,550,000.75","$22,220,914.00","$22,220,914.00","$22,220,914.00",Technology Equities,2019-09-06,0.45%,N/A,$0.00,N/A,N/A,0.00%,0.00,2.05,48,27.39%,39%,20%,1099,$27.23,$30.08,$30.05,$30.35,72.79,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.66,57.51%,54.03%,13.5,0.00%,1.60%
TDV,ProShares S&P Technology Dividend Aristocrats ETF,Equity,"$27,125,909.00",0.46%,"3,915",$30.60,1.09%,No,No,0.33%,-0.20%,7.85%,61.81%,87.43%,"$8,755,176.60",$0.00,$0.00,"$21,543,930.50","$21,543,930.50","$21,543,930.50",Technology Equities,2019-11-05,0.66%,E*TRADE,$0.57,2014-12-19,$0.57,1.85%,17.90,1.00,39,28.42%,35%,15%,1099,$30.03,$30.89,$30.35,$30.78,49.71,A,A,C+,B,B-,A,A,4.28,17.56%,24.01%,42.56,2.85%,5.59%
KEMQ,KraneShares Emerging Markets Consumer Technology ETF,Equity,"$24,089,441.00",5.68%,"10,081",$25.33,1.32%,No,No,0.68%,0.98%,19.64%,N/A,N/A,"$3,702,501.00",$0.00,"$3,702,501.00","-$7,690,765.50","$25,918,642.00","$25,918,642.00",Foreign Large Cap Equities,2017-10-12,0.80%,N/A,$0.42,2019-12-27,$0.42,1.69%,22.42,1.09,51,36.96%,39%,20%,1099,$23.55,$25.57,$25.29,$25.37,60.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.38,7.65%,12.12%,25.74,2.78%,0.68%
IZRL,ARK Israel Innovative Technology ETF,Equity,"$21,654,768.00",9.62%,"5,144",$24.26,2.41%,No,No,1.17%,0.89%,13.34%,N/A,N/A,"$1,767,542.00","$1,194,281.50","$1,767,542.00","-$2,385,266.00","$14,231,544.75","$14,231,544.75",Small Cap Blend Equities,2017-12-05,0.49%,N/A,$0.47,2019-12-27,$0.47,1.96%,22.59,1.08,39,31.81%,39%,20%,1099,$22.97,$24.36,$23.94,$24.44,63.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XWEB,SPDR S&P Internet ETF,Equity,"$18,602,416.00",8.35%,"2,023",$88.52,-0.10%,No,No,0.13%,0.79%,-0.71%,49.38%,N/A,"-$1,753,486.30",$0.00,"-$863,287.60","-$28,871,721.30","$17,824,145.20","$17,256,484.20",All Cap Equities,2016-06-27,0.35%,N/A,$0.58,2019-12-23,$0.35,0.66%,28.11,1.10,43,32.29%,39%,20%,1099,$84.83,$89.17,$88.49,$88.59,61.23,N/A,N/A,A-,N/A,N/A,N/A,N/A,2.57,4.25%,5.60%,18.5,2.68%,0.35%
GDAT,Goldman Sachs Motif Data-Driven World ETF,Equity,"$15,780,646.00",9.43%,"1,929",$63.24,1.12%,No,No,0.56%,3.32%,N/A,N/A,N/A,"$1,495,271.00",$0.00,"$1,495,271.00","$8,125,559.50","$8,125,559.50","$8,125,559.50",Technology Equities,2019-03-01,0.50%,N/A,$0.27,2019-12-24,$0.09,0.43%,21.06,1.37,121,26.84%,39%,20%,1099,$58.57,$63.72,$63.01,$63.38,67.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.41,47.31%,47.88%,41.98,4.40%,4.95%
IHAK,iShares Cybersecurity and Tech ETF,Equity,"$14,593,980.00",9.01%,"9,810",$29.23,0.62%,No,No,1.76%,1.86%,N/A,N/A,N/A,"$5,718,254.00",$0.00,"$2,862,681.00","$9,799,411.00","$9,799,411.00","$9,799,411.00",Technology Equities,2019-06-11,0.47%,N/A,$0.13,2019-12-16,$0.12,0.46%,31.01,1.19,45,42.46%,39%,20%,1099,$28.12,$29.24,$29.19,$29.32,67.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.28,17.85%,24.01%,11.31,13.65%,5.44%
TPAY,Tortoise Digital Payments Infrastructure Fund,Equity,"$14,220,640.00",11.96%,"4,265",$35.58,0.34%,No,No,1.82%,5.16%,38.08%,N/A,N/A,"$3,402,040.00","$1,747,775.00","$1,747,775.00","$9,528,285.00","$9,528,285.00","$9,528,285.00",Technology Equities,2019-01-31,0.40%,N/A,$0.56,2019-12-30,$0.56,1.61%,25.18,1.73,49,46.97%,39%,20%,1099,$33.22,$35.70,$35.51,$35.68,71.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.18,15.86%,22.32%,9.63,0.00%,0.59%
CHIK,Global X MSCI China Information Technology ETF,Equity,"$13,599,368.00",12.17%,"21,816",$22.67,0.44%,No,No,-0.40%,-0.90%,34.38%,N/A,N/A,"$9,007,851.00",$0.00,"$6,818,940.00","$11,108,090.00","$11,108,090.00","$11,108,090.00",China Equities,2018-12-07,0.65%,N/A,$0.30,2019-12-30,$0.22,1.34%,24.25,2.95,85,54.61%,39%,20%,1099,$19.88,$23.48,$22.58,$22.79,59.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.67,4.53%,6.08%,140.76,0.00%,8.12%
LOUP,Innovator Loup Frontier Tech ETF,Equity,"$12,402,271.00",16.03%,"2,695",$31.05,2.48%,No,No,1.14%,6.84%,27.99%,N/A,N/A,"-$1,371,905.00",$0.00,$0.00,"-$3,550,455.00","$8,212,900.00","$8,212,900.00",Large Cap Growth Equities,2018-07-25,0.70%,N/A,$0.00,N/A,N/A,0.00%,23.80,1.70,31,48.33%,39%,20%,1099,$27.52,$31.40,$30.87,$31.16,69.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.69,28.33%,33.51%,35.08,5.91%,6.97%
KOIN,Innovation Shares NextGen Protocol ETF,Equity,"$9,349,427.00",9.86%,"3,011",$31.16,1.10%,No,No,1.29%,4.06%,28.55%,N/A,N/A,$0.00,$0.00,$0.00,"-$3,338,359.25","$4,188,476.50","$4,188,476.50",Technology Equities,2018-01-30,0.95%,N/A,$0.47,2019-12-24,$0.47,1.51%,21.86,1.07,42,44.36%,39%,20%,1099,$28.92,$31.24,$31.04,$31.24,70.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.87,91.22%,83.84%,53.56,5.22%,5.72%
BUG,Global X Cybersecurity ETF,Equity,"$6,352,061.00",9.83%,"7,985",$18.27,0.61%,No,No,1.28%,0.83%,N/A,N/A,N/A,"$4,430,899.00",$0.00,"$2,651,414.00","$4,430,899.00","$4,430,899.00","$4,430,899.00",Technology Equities,2019-10-28,0.50%,N/A,$0.04,2019-12-30,$0.04,0.22%,57.01,1.63,31,55.70%,39%,20%,1099,$17.63,$18.46,$18.23,$18.33,63.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.08,34.84%,40.69%,12.46,0.00%,0.08%
SCID,Global X Scientific Beta Europe ETF,Equity,"$5,279,848.00",1.29%,"1,385",$26.34,0.50%,No,No,0.02%,0.41%,13.51%,30.22%,N/A,$0.00,$0.00,$0.00,"-$1,199,425.50","-$12,232,045.50","$197,706.00",Hedge Fund,2015-05-12,0.38%,N/A,$0.74,2019-12-30,$0.20,2.82%,15.98,0.70,480,6.81%,35%,15%,1099,$25.54,$26.52,$26.34,$26.34,57.96,N/A,N/A,A-,N/A,N/A,C+,A,7.82,49.27%,94.70%,190.54,9.40%,9.08%
SSG,ProShares Ultra Short Semiconductors,Equity,"$4,726,442.00",-19.31%,"29,887",$11.97,-6.04%,Yes,2x,-4.21%,-10.80%,-58.86%,-84.23%,-93.37%,"-$1,729,222.75",$0.00,"-$1,729,222.75","$5,600,467.18","$14,620,508.02","$14,635,506.58",Leveraged Equities,2007-01-30,0.95%,N/A,$0.27,2019-12-24,$0.03,2.15%,0.00,-2.57,29,83.68%,35%,15%,1099,$11.95,$14.84,$11.78,$12.32,34.97,B-,C+,B-,A-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
XTH,SPDR S&P Technology Hardware ETF,Equity,"$4,147,177.00",-0.26%,415,$82.92,0.96%,No,No,-1.96%,-3.43%,12.42%,24.12%,N/A,$0.00,$0.00,$0.00,"-$3,770,910.30","-$441,959.80","-$1,272,001.30",Technology Equities,2016-06-27,0.35%,N/A,$0.56,2019-12-23,$0.20,0.68%,17.51,1.48,39,34.41%,39%,20%,1099,$80.59,$86.04,$82.86,$83.05,49.29,N/A,N/A,A-,N/A,N/A,N/A,N/A,5.54,51.56%,50.66%,57.63,3.02%,5.28%
REW,ProShares Ultra Short Technology,Equity,"$3,731,164.00",-20.82%,"10,852",$9.94,-2.07%,Yes,2x,-1.26%,-9.32%,-54.77%,-81.07%,-90.11%,"$536,499.25",$0.00,"$536,499.25","$2,794,974.32","$6,989,472.32","$6,055,973.59",Leveraged Equities,2007-01-30,0.95%,N/A,$0.23,2019-12-24,$0.03,2.25%,0.00,-2.20,156,65.03%,35%,15%,1099,$9.74,$11.63,$9.89,$9.99,30.15,B,B-,B-,B+,B+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
